TRBC2012,Issues.0.RIC
"5110101010","CE"
"5720101010","PHIT.L"
"5550103010","SIF1.BX"
"5010202013","YAKG.MM"
"5210201010","KRKO.MM"
"5010203011","KRKN.MM"
"5310103010","YASH.MM"
"5910301013","KCHE.MM"
"5550101010","SIF4.BX"
"5310101011","PLHI.PK^B14"
"5550103010","SIF5.BX"
"5110101011","ROPPL.BX"
"5540201011","DICn.DE"
"5010302011","ROPTR.BX"
"5330103010","GVC.L"
"5510101012","PHH"
"5130201010","MJM.BX"
"5530102010","NATL.O"
"5010202010","WTI"
"5210205012","ROSNO.BX"
"5620201011","XNPT.O"
"5330203010","DLB"
"5810101010","WIN.O"
"5240502013","DRYS.O"
"5220304027","UEPS.O"
"5110101010","LXSG.DE"
"5410202010","WLIL.SI"
"5540303010","EDR"
"5510101011","EFSC.O"
"5810102010","INDM.PA"
"5540201010","RDI.L"
"5120108010","GBGR.L"
"5220304010","ARC"
"5220303012","EMPR.L"
"5120102016","DPL.WA"
"5810101010","MAIH.L"
"5010202010","GKP.L"
"5430101010","PBH"
"5510202015","AATP.WA"
"5330202011","TVN.WA"
"5610101010","ANTE.L^B14"
"5220304010","OLNK.PK"
"5510202010","CPAP.WA"
"5210203020","APLP.WA"
"5210204010","PUEP.WA"
"5410201010","SKTP.WA"
"5120107013","FSG.WA"
"5320403014","WSTP.WA"
"5540201010","EFK.WA"
"5320302013","KBD.WA"
"5220304010","BSTP.WA"
"5320301012","TRIP.WA"
"5220102021","ENPP.WA"
"5210203010","TIMP.WA"
"5320202011","BTM.WA"
"5910401010","BDZ.WA"
"5220304010","RMK.WA"
"5720101010","MCLP.WA"
"5210203014","LENP.WA"
"5120102015","KZMS.MM"
"5210204010","ZVEZ.MM"
"5010203011","MNPZ.MM"
"5220303012","STAF.L"
"5910101010","ALDIR.PA"
"5410202025","PROB.ST"
"5510101011","ROBCC.BX"
"5540201012","IGD.MI"
"5010203010","HYR.L"
"5620201011","PA8G.F"
"5010202010","BNK.TO"
"5710101010","FSL"
"5240503012","UACL.O"
"5230101010","AFKS.MM"
"5220304014","TRIS.PK"
"5220304027","WEX"
"5220304010","BEG.L"
"5510101010","GTN.WA"
"5220102010","AWB.WA"
"5240503010","PEKA.WA"
"5210101018","LBW.WA"
"5130101015","PGDP.WA"
"5220102010","CNT.WA"
"5120102013","COGP.WA"
"5330204010","PGMP.WA"
"5320203010","PRTE.WA"
"5330204013","MZA.WA"
"5320202011","PRCP.WA"
"5320301012","WIK.WA"
"5220102010","PJP.WA"
"5510103010","PBF.WA"
"5220102010","PMGP.WA"
"5720103013","NIOS.OL"
"5130201014","RBSN.L"
"5620104012","TRGT.O"
"5510101011","KRNY.O"
"5240502010","NM"
"5210203018","TBZA.L"
"5120108010","ROSER.L"
"5510201011","DAN.L"
"5220301012","AUG.L"
"5310102012","ROALT.BX"
"5610201013","LHCG.O"
"5510201010","ROBRK.BX"
"5240502013","DSX"
"5330202010","SKYDn.DE"
"5210101014","UFMO.MM"
"5120102013","IGST.MM"
"5510101010","PFBC.O"
"5010201010","NVTK.MM"
"5020101013","CGYGk.DE"
"5220102017","MSP.WA"
"5510202010","BLI.WA"
"5120102010","FAM.WA"
"5210201010","RWLP.WA"
"5720101010","BCMP.WA"
"5120102013","ODL.WA"
"5320302014","PLTP.WA"
"5310102017","CARP.WA"
"5540201010","ALTER.WA"
"5510105010","GMMP.WA"
"5430102011","ATP.WA"
"5430102010","EUR.WA"
"5720101010","CMP.WA"
"5210201019","HDR.WA"
"5720101010","WASP.WA"
"5220102010","INK.WA"
"5220304010","WISP.WA"
"5910101011","FON.WA"
"5410101010","ADSP.WA"
"5410202010","OLAM.SI"
"5210202014","RAIL.O"
"5550103010","KZS.WA"
"5320301012","BBD.WA"
"5020101010","SKCP.WA"
"5550103010","MDSP.WA"
"5550104010","JPRP.WA"
"5550104010","IMPP.WA"
"5560101010","ERCO.MM"
"5710201010","MORI.MM"
"5610102010","DXCM.O"
"5620104011","DESN.S"
"5330104018","GOAL.L"
"5320403010","PHOT.OB"
"5240501013","MLATV.PA"
"5010203010","LTSP.WA"
"5410202018","GRLP.WA"
"5420102013","HGN.WA"
"5610201010","SWDP.WA"
"5430101012","NEUP.WA"
"5120102013","ALCP.WA"
"5120201011","RPCP.WA"
"5110101010","CIEP.WA"
"5220102020","PBGG.WA"
"5320201010","SNW.WA"
"5120201013","CNG.WA"
"5130201014","PLX.WA"
"5910101011","ATSP.WA"
"5110101010","SNS.WA"
"5220304018","WDX.WA"
"5910101011","PEPP.WA"
"5130201014","ERGA.WA"
"5210201010","PLAPP.WA"
"5120102013","YWL.WA"
"5120102015","ZKA.WA"
"5810101010","MTLP.WA"
"5620104015","BIOP.WA"
"5810101010","MNI.WA"
"5340304011","CCCP.WA"
"5120105012","HTM.WA"
"5910101012","SARE.MM"
"5510203010","RHJI.BR"
"5320202017","MLONE.PA"
"5220303010","KLN.L"
"5120105012","ACU.L"
"5710101011","PUR.L"
"5330201010","VLE.L"
"5720101010","AKA.PA"
"5310102010","ACW"
"5340302010","CAFO.PA"
"5410202024","DMND.O"
"5010101010","JRCC.O"
"5220102012","MSTT.MM"
"5010203011","SNOS.MM"
"5110102011","URKA.MM"
"5220304010","RGS.L"
"5720102010","DESr.AT"
"5530101012","EBIr.AT"
"5010203013","ELIr.AT"
"5720101010","MCLr.AT"
"5720101010","CSSr.AT"
"5560101010","MRFr.AT"
"5010203010","NES1V.HE"
"5220303012","UFLXb.ST"
"5330201010","CAPLI.PA"
"5510101010","RBIV.VI"
"5510101010","TOWN.O"
"5720101010","PAY"
"5710401011","0802.HK"
"5010101010","GCM.L"
"5510101010","HVB"
"5620201011","EVE.S"
"5340304013","ZUMZ.O"
"5010202010","RCAR.OB"
"5210202012","OSRS.PK"
"5510101010","EBTC.O"
"5210101014","LGSL.PK"
"5330203011","BG1An.BE"
"5510101010","CHMG.O"
"5510101011","UBMI.OB"
"5010302013","CSSV.OB"
"5560101010","DCBF.OB"
"5510101010","TMCV.PK"
"5120102015","SDMr.AT"
"5320502011","PONY.PA"
"5010202010","GPX.L"
"5620104010","ARA.L"
"5510101011","FMBH.OB"
"5560101011","LPVO.OB"
"5210203010","MTCH.PK"
"5130101013","BCC"
"5340304010","CTRN.O"
"5540201010","CBOT.PA"
"5410102011","MLRAM.PA"
"5220307010","IHS"
"5710401010","MLVIS.PA"
"5540201014","OPIN.MM"
"5310101010","SVAV.MM"
"5910101010","KTSB.MM"
"5910101012","VDSB.MM"
"5030101012","MASZ.MM"
"5720103012","TAVI.L"
"5710601010","SGI.O"
"5240502013","EIOF.OL"
"5220304010","ALIVA.PA"
"5240502013","NEWL.O"
"5540304012","DRH"
"5620104012","SBSS.BE"
"5710602012","TOM2.AS"
"5720103010","RKTI.PK"
"5320302019","MLCOR.PA"
"5210204010","KNEBV.HE"
"5330104010","UTIXQ.PK"
"5210202010","CGCBV.HE"
"5120108010","HUNM.BU"
"5510103010","GOM"
"5910101010","EMAS.BU"
"5550102010","EHEP.BU"
"5210101014","MTXGn.DE"
"5410203010","ESNT.L"
"5810101011","ALTAN.L"
"5710201011","TSTC.PK"
"5710201011","AMO.L"
"5720102013","PGC.L^E12"
"5560101010","RBDR.L"
"5410202019","UKR.L"
"5620104015","NUTE.BU"
"5320302010","AWI"
"5340302012","KONU.BU"
"5330204011",
"5220102018","GLDD.O"
"5210101016","UKOGa.L"
"5510201010","IGG.L"
"5720102010","MOST.OB"
"5510202011","PVAL.BU"
"5710401014","NEWN.PK"
"5010201010","QEP"
"5540201010","FFMG.F"
"5720102010","MYRN.S"
"5320201012","BGLH.BU"
"5710201011","TELT.L"
"5010202010","BLVN.L"
"5320302010","BLDR.O"
"5620201010","GLPG.BR"
"5320302010","DCR.WA"
"5410102011","AMB.WA"
"5310102010","VRT.WA"
"5330104014","TVL.WA"
"5110102011","PCE.WA"
"5510203010","IDM.WA"
"5610201011","EMCM.WA"
"5910101010","ELI.BR"
"5510101012","ISBC.O"
"5720101015","VOCS.O"
"5720101010","FRSO.BU"
"5510202011","FRVG.BU"
"5620104015","GRD1R.RI"
"5310102010","KOA.OL"
"5220302010","VPRT.O"
"5540201010","MOBN.S"
"5220304014","ALMGI.PA"
"5720102010","MCRO.L"
"5720102010","ALHVS.PA"
"5410201024",
"5510105010","KFN"
"5420103014","LINC.O"
"5240502013","EGLE.O"
"5510101010","BFIN.O"
"5610102010","MLCRY.PA"
"5210201010","ALMIC.PA"
"5540201010","BIFR.BU"
"5510101010","HOME.O"
"5330103010","BPTY.L"
"5910401010","GSZ.PA"
"5510101010","PSBQ.OB"
"5130202010","KPAK.BU"
"5210203010","S1A.PA"
"5410202015","THS"
"5710201010","ADBN.S"
"5210201012","GARG.BU"
"5720103010","ALMAX.PA"
"5330201021","YOU.L"
"5340304011","DSW"
"5810101010","NSR"
"5230101010","OPIM.BU"
"5510101011","WAL"
"5540304011","MPW"
"5510101011","HBOS.O"
"5110101012","HDD.L"
"5710401012","ECASA.PA"
"5710101010","HITT.O"
"5330202010","ESTM.BU"
"5240502010","WILS.OL"
"5330204010","MLPLT.PA"
"5910101011","WINDR.L"
"5410202026","MLFER.PA"
"5220301012","GPEP.PA"
"5220304010","ALFRE.PA"
"5720102013","ALBFR.PA"
"5810101012","CNSL.O"
"5510101010","DENIZ.IS"
"5210201013","ROLL.O"
"5220304013","CNTA.ST"
"5910101011","REH.L"
"5510101011","BBNK.O"
"5330204010","ALSPO.PA"
"5240502013","GNK"
"5220301010","VDNA.L"
"5910101010","ITC"
"5010203010","RDSa.AS"
"5560101010","ORE.LS"
"5710201012","EMTE.L"
"5220304010","B4S.L"
"5220301011","TSTL.L"
"5510202011","AUIV.L"
"5510101010","UBNK.O"
"5330104010","TSPOR.IS"
"5220102014","PIKE.K"
"5240501011","GNPWR.IS"
"5340202010","BIMAS.IS"
"5510202015","ISGSY.IS"
"5720101010","SPA.L"
"5130202010","ROVNC.BX"
"5010203011","ALJ"
"5540201010","EBIV.VI"
"5320202010","DESA.IS"
"5550103010","HTGC.K"
"5540301010","AKMGY.IS"
"5330104011","AFMAS.IS"
"5210201023","BURVA.IS"
"5330202011","DISCA.O"
"5320502016","BROD.PK"
"5220302010","PKART.IS"
"5510105015","SEKFK.IS"
"5430101010","MWIV.O"
"5710601010","INDES.IS"
"5010302012","DRC"
"5240501012","AAWW.O"
"5240502013","SSW"
"5550101010","DRG.L"
"5330102012","RUTH.O"
"5220304027","HPY"
"5110102011","CF"
"5110103010","ROC"
"5410103014","RDDYQ.PK^F12"
"5720101010","EGS.L"
"5620201011","TOPO.CO"
"5410101010","HEIO.AS"
"5910301011","TVEAT.TL"
"5550103010","GAIN.O"
"5810102012","ISA.L"
"5430102012","SAVE.MI"
"5720102013","AFE1V.HE"
"5020102011","NEOS.L"
"5710401010","ALTEC.PA"
"5810101010","TNET.BR"
"5810101011","5BT.BB"
"5220307012","ANSA.IS"
"5330104010","EXPE.O"
"5720101010","ACCI.L"
"5120106011","AMARA.L"
"5410202025","NTR.L"
"5120102012","PUDA.PK"
"5810102012","N1MG.DE"
"5120101013","NBE.L"
"5430102012","CRAW.L"
"5010202010","EGRE.L"
"5510202015","AMAMP.L"
"5620201010","BYOT.L"
"5120105015","STGR.L"
"5220306010","ACCO.K"
"5430102011","MARR.MI"
"5120105010","SRXR.L"
"5220304010","GCA"
"5240501014","PWTN.S"
"5720101010","NCIT.O"
"5240502013","GASS.O"
"5620201010","GHDX.O"
"5010201010","PGN.WA"
"5120106011","PENG.L"
"5720102014","BGO.L"
"5130101015","BRKP.WA"
"5120101013","KDR.L"
"5550103010","SLI.L"
"5220304010","RSTP.L"
"5510105015","TAL"
"5220303010","ITQ.L"
"5720103010","WBMD.O"
"5540201010","SBDE.L"
"5510202010","AMP"
"5240502013","DHT"
"5120106011","MML.AX"
"5010301010","SONG.OL"
"5240601010","LCC^L13"
"5510101014","GUT.BN^C14"
"5010302011","AMSCA.OL"
"5320302014","DKR1L.VL"
"5330202011","CLTV.L"
"5330103015","TIMGn.DE"
"5510101010","GBNK.O"
"5540201010","WIHL.ST"
"5810101011","CBEY.O"
"5340305010","PCGP.WA"
"5110102011","DGBZ.MM"
"5330202012","NXTV.PA"
"5020101012","CWR.L"
"5410102010","TBEV.SI"
"5510101010","WSBF.O"
"5560101010","IVL1L.VL"
"5020101013","QCEG.MU"
"5540302010","MERY.PA"
"5510101011","EFGN.S"
"5510202010","HXCIGn.F"
"5330104015","888.L"
"5550103010","SREI.L"
"5120108010","KAZ.L"
"5340304010","APG1L.VL"
"5220304013","VMP.L"
"5610201012","CTH.L"
"5010302010","PFC.L"
"5720101010","ALEZV.PA"
"5210101010","DTGE.L^G13"
"5910301013","KNR1L.VL"
"5340303013","HEMX.ST"
"5010301010","HERO.O"
"5120102011","FCR.AX"
"5130101015","ACCS.L"
"5720101010","WWWW.O"
"5410202018","HFISK.OL"
"5220102010","DRV.L"
"5530102012","TRYG.CO"
"5210201010","INDT.ST"
"5540201010","RLE.L"
"5510202010","WO8G.DE"
"5420103011","HEES.O"
"5510101010","1OTP005E.BV"
"5010302011","HAVI.OL"
"5610101014","NXTM.O"
"5010302010","DESSC.OL"
"5010302011","SIOFF.OL"
"5720101010","T3TG.DE"
"5530102011","FNF"
"5510203010","ICE"
"5240502013","ESEA.O"
"5620104012","ABCA.L"
"5710201010","SORA.L"
"5620104010","ORX.ST"
"5340305013","TEEL.WA"
"5720102013","ALT.L"
"5330201011","TRAD.ST"
"5410201024","CEQ.OL"
"5620201011","SUMM.L"
"5810102012","ETL.PA"
"5330102013","CMG"
"5010202010","XTR.L"
"5320201010","HAPD.IC"
"5910101012","ASSB.MM"
"5410202016","OSMP.MM"
"5910101012","UDSB.MM"
"5010202010","CAPP.ISD"
"5710401012","IRBT.O"
"5720102012","PERI.O"
"5240502013","SBLK.O"
"5510203010","KPHOL.IS"
"5910201011","WRLT.OL"
"5010202010","MXP.L"
"5510202010","L1OG.F"
"5320502010","SPBG.D"
"5210202010","HY"
"5560101010","NBEN.S"
"5010202010","MOG.L"
"5720101010","M2Z.L"
"5430102012","CORE.O"
"5510101010","SOAG.OL"
"5020101012","ACTAq.L"
"5330104014","TVZ.L^B14"
"5330102013","GBR.L"
"5120105010","IFL.L"
"5010202012","ATLA.CO"
"5910101010","IPSA.L"
"5510201011","IRFE.L"
"5120201012","STCM.L"
"5810101010","ATEL.PK"
"5720101010","H6NGk.H"
"5550103010","FCPTL.L"
"5240702013","ROSOCP.BX"
"5620104010","BIOTEC.OL"
"5720102013","TRAK.O"
"5020101013","SPWR.O"
"5530103011","AMSF.O"
"5330201014","CCO"
"5320501010","FUNCOM.OL"
"5340303010","UCG.L"
"5210203010","IVMX.PK"
"5910101010","POR"
"5610201012","BKD"
"5720101010","SQSGn.F"
"5510202014","BRK.L"
"5330204011","ALN1V.HE"
"5510202011","V2VP.ISD"
"5220301011","AFS.L"
"5110103010","TROX.K"
"5620201010","ALEHT.PA"
"5120201014","ASTA.L"
"5540201010","ANELT.IS"
"5320202010","UA"
"5510202010","MTWL.L"
"5120101010","GEM.L"
"5540201010","VIHG.DE"
"5220303010","STHR.L"
"5310102010","REMY.O"
"5710101010","MX"
"5720101010","LQDT.O"
"5540201010","ALMEO.PA"
"5010202010","FO.V"
"5120101014","RLDR.L"
"5320301010","D2BG.DE"
"5620104015","ROBIO.BX"
"5510101010","VAKBN.IS"
"5010101010","HASE.L"
"5540302013","HSTN.L"
"5720101010","QPP.L"
"5120108010","GBRC.PK^B14"
"5910401010","EDF.PA"
"5010203010","ANW"
"5710101015","CYAN.L"
"5710201010","TKM8.L"
"5010301010","SDRL.K"
"5340309010","DUFN.VX"
"5510202010","RTMGk.DE"
"5610101010","CYNO.O"
"5410202010","PLT.MI"
"5340303010","ICAA.ST"
"5220304014","ZTS.BR"
"5240502010","REIB.BR"
"5540201012","DOLC.L"
"5120108010","ACPA.L"
"5720101010","MQ2.BE^B14"
"5120106010","PGIL.L"
"5010303015","IRG.L"
"5540201014","KBEK.L"
"5010302011","PLEX.L"
"5510203010","A8AG.F"
"5720102014","CLIQ.DE"
"5240601010","CPA"
"5710201012","IDOI.OB"
"5720101010","CBUY.L"
"5710201012","UVEL.L"
"5540201010","AGP.L"
"5620104010","IPN.PA"
"5620104010","C4X.PA"
"5330201010","NTON.BR"
"5410202025","BIE.MI"
"5320202010","CLFF.MI"
"5710601012","E5T.MI"
"5540301010","PARF.PA"
"5330201013","LUNL.PK"
"5540201012","TRVT.L"
"5530102010","LRE.L"
"5610101010","LMMT.L"
"5120106011","STIL.L"
"5210101010","ONED.L"
"5220304021","ASAPA.L"
"5550103010","ACD.L"
"5410202010","NEWT.BR"
"5610101010","CTSO.OB"
"5220302011","ANYB.BU"
"5560101011","BLKE.OB"
"5550101010","RC2.L"
"5540201010","IPI.L"
"5510201012","TIP.MI"
"5550101010","JRS.L"
"5550103010","SOI.L"
"5010302010","BAS"
"5510201012","LCG.L"
"5320202029","SFLG.MI"
"5510202013","AMHC.PK"
"5220304010","ALSER.PA"
"5810102010","C1VG.F"
"5550103010","RECIV.L"
"5720101010","ALS30.PA"
"5540201010","MDBS.PK"
"5620201010","VSCG.F"
"5720101015","NASA.L"
"5220304027","HYOG.SG"
"5330203011","MMG.MI"
"5720101010","ALODI.PA"
"5410103010","BVIC.L"
"5410202022","MRTGG.IS"
"5330101012","TAL1T.TL"
"5620104010","HIK.L"
"5910101010","TASB.MM"
"5710101010","CODE.K"
"5430102010","BDBD.O"
"5910101012","VRSB.MM"
"5220201010","PLNT.MO"
"5510105015","FLKO.MM"
"5910101012","KLSB.MM"
"5410102010","BAL1R.RI"
"5530102010","MAJCQ.PK"
"5330203014","LYV"
"5110103010","KRA"
"5420102010","LBB.L"
"5130102010","ALSS.LS"
"5540201014","OTM.L"
"5610201011","LJM1R.RI"
"5530102010","GAH.L"
"5210203012","CCIX.O^B14"
"5210202014","LOK1R.RI"
"5410201020","GRZ1R.RI"
"5330203010","VIAB.O"
"5410102010","VDG1L.VL"
"5320302010","KA11R.RI"
"5710101010","P4OG.F"
"5510202010","HRUG.SG"
"5910101012","DRX.L"
"5410201021","KCM1R.RI"
"5220102012","LTT1R.RI"
"5240602012","LAP1R.RI"
"5240602012","NKA1R.RI"
"5210205012","TKB1R.RI"
"5120105012","FMLq.L"
"5410202018","BRV1R.RI"
"5330103010","GTCH.MI"
"5320201012","LNS1L.VL"
"5310102010","RAR1R.RI"
"5410202025","N1NG.F"
"5210204010","RER1R.RI"
"5320202026","RJR1R.RI"
"5620104015","FRM1R.RI"
"5010203011","WNR"
"5540302010","PREr.AT"
"5010302013","SBX.OL"
"5410201021","SCM1R.RI"
"5240502013","LLK1L.VL"
"5130101013","SMA1R.RI"
"5320202012","FBAP.PA"
"5330204010","ESTR.PA"
"5330203011","MLIML.PA"
"5510101011","PRBr.AT"
"5210202014","ARII.O"
"5510202011","MLERO.PA"
"5540201010","VEF1R.RI"
"5320403010","FSDV.PA"
"5220102010","PTR1L.VL"
"5410202019","ZMP1L.VL"
"5010303015","KNF1L.VL"
"5540201010","LVEr.AT"
"5130101013","TMA1R.RI"
"5710603010","RRR1R.RI"
"5320502013","VERN.PA"
"5910101012","VGSB.MM"
"5120102010","MAGN.MM"
"5340301013","ARDPa.PA"
"5410101010","GUB1L.VL"
"5710601015","ARTO.PA"
"5540302010","BLEE.PA"
"5330104016","VDPS.PA"
"5430102012","KRNI.PA"
"5510202010","BLBP.PA"
"5540302010","RSO"
"5210201019","HYPB.PA"
"5910101011","MLHYE.PA"
"5540201010","IPPP.PA"
"5540302010","CBSM.PA"
"5210101010","MLTEA.PA"
"5210201011","STID.PA"
"5540201010","ALSAS.PA"
"5210202010","CHFP.PA"
"5320404010","MDEL.PA"
"5330204011","LSDM.PA"
"5220102010","GRLE.PA"
"5410202010","CHPO.PA"
"5540201014","LCLG.PA"
"5540201012","ADAA.L"
"5120102013","FORG.PA"
"5510202010","COUP.PA"
"5720102010","IDSP.PA"
"5010202010","SD"
"5330204010","NEWS.PA"
"5330201019","NWZI.PA"
"5510101011","CALCi.PA"
"5210101010","QQ.L"
"5110101010","KOP"
"5220301010","ALTEV.PA"
"5410202019","PZV1L.VL"
"5310102016","MTDr.AT"
"5320302010","PLAP.PA"
"5240502013","LJL1L.VL"
"5560101010","B8AG.DE"
"5560101010","PIMP.PA"
"5330203010","ADVr.AT"
"5410202026","MLOLM.PA"
"5510101011","CIV.PA"
"5510101011","CMO.PA"
"5510101011","CADNi.PA"
"5510101011","CCNP.PA"
"5020101010","ALGEP.PA"
"5540201010","SCMX.PA"
"5410102011","PRCH.PA"
"5540201010","NPRI.PA"
"5220201010","UMHS.PA"
"5710602010","WTRA.PA"
"5010202010","TOWR.L"
"5330102010","EATP.WA"
"5210202015","AION.MI"
"5210201010","MLCTA.PA"
"5510202010","TWVG.PA"
"5330201011","EEDI.PA"
"5010202010","AFRE.L"
"5220102010","ATTr.AT"
"5330101011","HOMJ.PA"
"5330201010","ALTP.PA"
"5240502010","ALCLA.PA"
"5130101015","SONI.LS"
"5550101010","BPM.L"
"5240602011","ROTL.L"
"5110102010","ZAPP.WA"
"5810101010","PINNT.L"
"5910102012","ALVEL.PA"
"5550101010","EVTP.ISD"
"5120106011","ECRE.L"
"5320203010","CROX.O"
"5330201010","ALMIL.PA"
"5910101012","YRSB.MM"
"5910101010","MSNG.MM"
"5210201011","KMEZ.MM"
"5110101010","KZOS.MM"
"5410202011","AKHA.MM"
"5510202014","ARPR.L"
"5120108010","SOLG.L"
"5210201012","EEMS.MI"
"5710401010","SESL.PA"
"5810101013","MOSE.L"
"5620201011","ACOR.O"
"5130102010","AHL1V.HE"
"5550101010","SEC.L"
"5510101011","FBIZ.O"
"5510101011","BFNBQ.PK"
"5310102012","CAPC.L"
"5550103010","APT.L"
"5720102010","P4TG.F"
"5320301010","BWG.OL"
"5220304010","MOTI.L"
"5020101013","SU3G.BE"
"5910101010","KZBE.MM"
"5120102010","CHEP.MM"
"5910101012","YKEN.MM"
"5810101011","ADT.L"
"5720102013","CBRAIN.CO"
"5810101011","NTLS.O"
"5110101010","WCHG.DE"
"5710601010","DGATE.IS"
"5210201010","MWA"
"5120108010","IMIC.L"
"5120106011","AURU.L"
"5610101011","ATEC.O"
"5550101010","MRWNb.L"
"5310102013","IQPB.F"
"5810102014","VG"
"5620104010","PLE.L"
"5010203011","DK"
"5240503010","RYSAS.IS"
"5340304010","KAHL.ST"
"5120108010","AXM.L"
"5720103010","PHRM.L"
"5560101010","INSP.L"
"5010303012","ROTGN.BX"
"5910101010","ROTEL.BX"
"5010202010","XCO"
"5010202010","ROSE.O"
"5010202014","TERNT.L"
"5610102013","OPTS.L"
"5210202015","MECF.BX"
"5610101010","TMZ.L"
"5220303011","WORK.L"
"5320403010","HUSQb.ST"
"5540201010","AISA.MC"
"5910102012","FRS.MC"
"5510103013","LSN.BE"
"5540201010","LSRG.MM"
"5540201010","ATLPPLN.Lp"
"5540201010","VNLq.L"
"5720101010","ACM.L"
"5240501013","POST.VI"
"5720101010","CHRT.L"
"5120105010","A7L.L"
"5540201014","PHU.L"
"5130101013","ALWOO.PA"
"5540202010","RMV.L"
"5510101010","NMOS.MM"
"5010201010","ROSN.MM"
"5120101016","NOMIN.OL"
"5240602015","HURT.OL"
"5620201010","EVO.L"
"5550103010","AURR.L"
"5720101015","SNCR.O"
"5210101014","TDG"
"5540302010","EUPr.AT"
"5010202010","PPTC.L"
"5510202011","C8I.F"
"5010202011","UEN.L"
"5410202010","AAK.ST"
"5240501014","INBL.L"
"5510202011","CHAR.L"
"5620104010","NAVA.OL"
"5010302013","DLPH.OL"
"5120106011","GOLD.ST"
"5710201011","MWEE.L"
"5550103010","CGOP.L"
"5220102010","IMPN.S"
"5330202011","CTCM.O"
"5210203010","LEGD.PA"
"5710201010","STS.MI"
"5010202010","CLR"
"5540302011","ZIF.PA"
"5540201010","P1ZGn.DE"
"5710601015","ALTVO.PA"
"5220102010","NICE.MI"
"5620201010","ABTX.L"
"5220304027","PPTG.L"
"5430101012","ALINN.PA"
"5240601011","AB1.DE"
"5310101011","PIA.MI"
"5560101010","TJIu.L"
"5210204010","NBI.L"
"5720102010","PTEC.L"
"5720102014","MBLT.L"
"5510101011","HOMB.O"
"5410201011","SEED.O"
"5120101010","EMED.L"
"5720102010","VIPE.L"
"5530102010","AWH"
"5720102010","CVLT.O"
"5120106010","GAL.V"
"5620201011","SAR.L"
"5510202016","EWGE.L"
"5330203011","LUD.L"
"5510201010","COWN.O"
"5010202010","PANR.L"
"5030101010","ASMO.ISD"
"5810101010","E4CG.DE"
"5620201011","MDVN.O"
"5310103010","VTPR.MM"
"5120101016","GLR.L"
"5510202011","PGHN.S"
"5550102010","FPSAFE.CO"
"5720102010","S4X.BE^B14"
"5720102010","MGXGn.F"
"5610101010","VOLC.O"
"5710201017","HWCC.O"
"5540302011","CGR.PA"
"5540201010","REN.MC"
"5220304010","MLSBT.PA"
"5010202010","FEP.L"
"5550103010","IMAC.L"
"5540201010","EPH.S"
"5510202011","CLIG.L"
"5220301015","TREM.L"
"5430102011","NCT.WA"
"5540201010","CATE.ST"
"5560101010","HPAC.L"
"5610102010","BIG1k.DE"
"5020101010","REC.OL"
"5010202010","TEXG.PK"
"5720102017","ALNXT.PA"
"5720102012","O5H.DE"
"5240502013","ULTR.O"
"5620201011","ACHN.O"
"5620201011","PTCT.O"
"5120101016","REMP.L"
"5240502013","GPRT.L"
"5620201011","RNVO.L"
"5330201010","MLOPT.PA"
"5330201011","TMMG.L"
"5710101010","CAPX.L"
"5120106010","MRRE.L"
"5610102010","CSII.O"
"5550103010","RSS.L"
"5120106011","SRB.L"
"5720101010","ALPRO.PA"
"5010202010","LOGP.L"
"5010202010","ESOA.PK"
"5620104016","HCM.L"
"5010303015","PAN.L"
"5020102010","VLSV.L"
"5010202011","MPTR.L"
"5010201010","RNHS.MM"
"5510201011","EIIB.L"
"5220102010","KBR"
"5720102015","VELT.OQ"
"5510103013","HTGR.L"
"5110101010","AKE.PA"
"5210203010","ZUMV.VI"
"5510105014","D2FG.F"
"5110103010","GRPHG.L"
"5310102014","POLV.VI"
"5120108010","HZM.L"
"5710201010","RVBD.O"
"5510101010","MMBM.MM"
"5220102010","S2MG.MU"
"5510101011","VZRZ.MM"
"5540201010","DIOS.ST"
"5010302011","O2C.DE"
"5210203013","R8RG.F"
"5210201015","CCEC.L"
"5240701010","ADP.PA"
"5220304011","SELEC.IS"
"5320403010","VESBE.IS"
"5530103011","EHTH.O"
"5560101011","MEN.L"
"5320403010","ALMAS.PA"
"5010203010","SRS.MI"
"5710102012","V6CG.DE"
"5620201010","PRL.MI"
"5120105014","CHZN.MM"
"5120105014","ELTZ.MM"
"5530103010","SL.L"
"5610102011","STLL.ST"
"5010202010","GPK.SN"
"5710201010","ZUPC.PK"
"5320302014","ALOBR.PA"
"5720103013","ELEC.ST"
"5430101012","PCBB.BR"
"5320302019","NSPb.ST"
"5120102013","KCOGn.DE"
"5550101010","CODI.K"
"5540201010","RURIb.ST"
"5710601015","D7SG.DE"
"5220306012","BLLN.BN"
"5620201011","AQUA.OL"
"5910101011","MLVLT.PA"
"5340309010","MLVIA.PA"
"5010202010","TETY.ST"
"5540202014","SBC.NGM"
"5320202010","CHA.L"
"5340201010","DEB.L"
"5220302010","INWK.O"
"5120102011","PMHA.L"
"5540201010","SMTG.L"
"5010202010","SOLO.L"
"5510101010","ASYAB.IS"
"5410103010","CCOLA.IS"
"5560101010","AVR.L"
"5510202010","BRH.L"
"5220304010","ICFI.O"
"5210201010","BCHN.S"
"5010203012","SUSS.K"
"5510202016","MBBG.F"
"5220304010","CFLP.WA"
"5510201010","EVR"
"5220303012","HYDG.L"
